"ID","CONFIGURACAO_ID","GOOGLE_MAPS_API_KEY","GOOGLE_MAPS_ATIVO","CEP_API_URL","CEP_API_ATIVO","TIMEOUT_API","DATA_CRIACAO","DATA_ALTERACAO","USUARIO_CRIACAO_ID","USUARIO_ALTERACAO_ID","ATIVO","OPENROUTESERVICE_API_KEY"
1,1,,N,https://viacep.com.br/ws,S,30,2025-09-23 11:03:51.000,2025-09-23 11:03:51.000,1,,S,dummy_key_123
